Name,Team,Age,Season,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,wOBA,BB%,K%,PlayerId
"Nate Lowe","- - -","—",2018,121,429,516,121,70,30,1,20,81,79,80,2,109,6,1,0,11,1,0,0.282051282,0.40116279,0.496503496,0.897666286,0.3918307294873412,0.155038759,0.21124031,"19566"
"Pete Kozma","- - -","—",2018,171,549,618,128,81,35,4,8,67,68,51,0,101,7,10,1,13,8,1,0.233151183,0.30145867,0.355191256,0.656649926,0.2924956161546939,0.082524271,0.16343042,"2539"
"Gregor Blanco","Mets (AAA)","—",2019,118,362,426,89,60,13,3,13,59,43,52,1,94,2,6,4,4,11,8,0.245856353,0.338862559,0.406077348,0.744939907,0.3265054577036878,0.122065727,0.220657276,"3123"
"Rene Rivera","Mets (AAA)","—",2019,97,355,396,90,52,13,0,25,53,73,31,0,103,5,4,1,16,0,0,0.253521126,0.318987341,0.50140845,0.820395791,0.3454344257523742,0.078282828,0.26010101,"3648"
"Gorkys Hernandez","Red Sox (AAA)","—",2019,123,430,504,94,61,14,3,16,75,53,62,0,146,4,6,2,8,20,6,0.218604651,0.318725099,0.376744186,0.695469285,0.3082716264335283,0.123015873,0.289682539,"4146"
"Shane Robinson","- - -","—",2018,139,494,558,137,110,17,3,7,76,45,47,0,61,5,7,5,12,17,3,0.277327935,0.341772151,0.366396761,0.708168912,0.3181350712965884,0.08422939,0.109318996,"4249"
"Kyle Higashioka","- - -","—",2018,122,428,479,104,56,22,1,25,57,78,40,1,97,6,4,0,12,2,0,0.242990654,0.313807531,0.474299065,0.788106596,0.3369261503719434,0.083507306,0.202505219,"5517"
"Ruben Tejada","- - -","—",2018,174,628,706,171,124,38,1,8,88,76,54,0,122,15,5,4,23,8,3,0.272292993,0.341880341,0.374203821,0.716084162,0.32236494748001426,0.076487252,0.172804532,"5519"
"Irving Falu","Nationals (AAA)","—",2018,108,381,420,105,83,16,2,4,45,53,34,1,32,2,2,1,12,12,4,0.275590551,0.336515513,0.359580052,0.696095565,0.31607324284229554,0.08095238,0.076190476,"6165"
"Brandon Barnes","- - -","—",2018,252,976,1098,257,142,69,2,44,152,176,89,1,302,19,10,2,19,30,6,0.263319672,0.333638025,0.473360655,0.80699868,0.3495951273085759,0.081056466,0.275045537,"629"
"Alcides Escobar","White Sox (AAA)","—",2019,96,367,405,105,67,28,0,10,52,70,32,1,64,2,4,0,8,6,2,0.286103542,0.343209876,0.444141689,0.787351565,0.34019070317839634,0.079012345,0.158024691,"6310"
"Jake Elmore","- - -","—",2018,209,696,808,213,156,49,1,7,103,62,92,5,113,11,7,2,24,14,10,0.306034482,0.392059553,0.409482758,0.801542311,0.3581831394956353,0.113861386,0.139851485,"7290"
"Sean Kazmar Jr.","- - -","—",2018,207,719,790,189,137,36,3,13,90,87,46,0,94,14,10,1,31,4,3,0.26286509,0.315589353,0.375521557,0.69111091,0.3061297554782437,0.058227848,0.118987341,"7349"
"Ryan Flaherty","- - -","—",2018,121,444,518,117,72,24,2,19,69,77,66,6,130,4,3,1,8,2,2,0.263513513,0.361702127,0.454954954,0.816657081,0.3517817357981508,0.127413127,0.25096525,"7888"
"Wilin Rosario","Twins (AAA)","—",2019,105,413,447,124,80,24,0,20,71,91,23,0,77,4,5,0,14,2,1,0.30024213,0.339325842,0.503631961,0.842957803,0.3572715925366691,0.051454138,0.172259507,"8002"
"Dean Anna","Phillies (AAA)","—",2018,122,446,531,121,96,20,4,1,73,34,51,2,56,18,3,12,5,9,5,0.271300448,0.366795366,0.340807174,0.70760254,0.3275116028249726,0.096045197,0.105461393,"8353"
"Pedro Florimon","- - -","—",2018,123,421,489,111,80,15,4,12,63,71,60,0,139,2,6,0,14,2,1,0.263657957,0.353783231,0.403800475,0.757583706,0.335312346373599,0.122699386,0.284253578,"8385"
"Ryan Lavarnway","- - -","—",2018,129,423,493,112,68,28,1,15,50,61,54,0,93,11,3,2,10,0,0,0.264775413,0.360488798,0.442080378,0.802569176,0.35813747124856454,0.109533468,0.188640973,"8879"
"Danny Espinosa","- - -","—",2018,173,634,717,155,97,34,0,24,91,100,59,5,177,12,8,4,14,20,4,0.244479495,0.316970546,0.411671924,0.72864247,0.31614788693223295,0.082287308,0.246861924,"9219"
"Matt McBride","- - -","—",2018,108,341,385,80,41,19,1,19,50,54,34,1,79,3,3,4,7,0,2,0.234604105,0.307086614,0.463343108,0.770429722,0.3334126925782154,0.088311688,0.205194805,"9373"
"Adam Rosales","- - -","—",2018,190,652,723,148,90,32,1,25,86,87,57,2,178,8,6,0,10,4,3,0.226993865,0.294605809,0.394171779,0.688777588,0.30492385961477037,0.078838174,0.246196403,"9682"
"Ryan Goins","- - -","—",2018,125,400,459,116,73,29,2,12,67,56,52,1,109,1,3,3,13,7,4,0.29,0.370614035,0.4625,0.833114035,0.36338842714225855,0.11328976,0.237472766,"9807"
"Brandon Snyder","Rays (AAA)","—",2018,106,387,438,98,54,24,2,18,56,60,42,0,146,4,5,0,6,2,0,0.253229974,0.328767123,0.465116279,0.793883402,0.3509480561295601,0.09589041,0.333333333,"9856"
"Ivan De Jesus Jr.","- - -","—",2018,128,448,508,115,90,20,0,5,44,38,45,0,95,7,6,2,21,2,5,0.256696428,0.330039525,0.334821428,0.664860953,0.30474684490516724,0.088582677,0.187007874,"9886"
"Trayce Thompson","- - -","—",2018,135,494,547,107,54,22,3,28,73,71,48,1,191,3,2,0,5,11,4,0.21659919,0.288848263,0.443319838,0.732168101,0.3134288320611248,0.087751371,0.34917733,"9952"
"Garabez Rosa","Orioles (AAA)","—",2018,127,481,495,133,100,22,0,11,63,56,12,1,121,2,0,0,18,2,1,0.276507276,0.296969696,0.39085239,0.687822086,0.30625211396198043,0.024242424,0.244444444,"sa455978"
"Carlos Franco","Braves (AAA)","—",2018,119,437,485,109,70,22,1,16,52,76,42,3,153,0,6,0,13,1,1,0.249427917,0.311340206,0.414187643,0.725527849,0.32087233897561357,0.086597938,0.315463917,"sa506528"
"Ali Castillo","Phillies (AAA)","—",2019,113,415,454,131,98,22,4,7,60,58,27,0,55,1,7,4,13,4,4,0.31566265,0.353333333,0.438554216,0.791887549,0.3434858383072747,0.059471365,0.121145374,"sa507143"
"Jason Krizan","- - -","—",2018,126,431,491,115,75,28,2,10,64,66,58,1,76,0,1,1,4,5,0,0.266821345,0.353061224,0.410672853,0.763734077,0.34289683130377396,0.118126272,0.15478615,"sa546842"
"Drew Maggi","- - -","—",2018,172,620,732,163,116,31,5,11,108,60,81,1,153,21,2,8,9,20,8,0.262903225,0.366022099,0.382258064,0.748280163,0.33917462784554786,0.110655737,0.209016393,"sa549144"
"D.J. Peterson","- - -","—",2018,151,552,599,141,85,33,1,22,63,68,36,3,155,7,3,1,17,3,1,0.255434782,0.307692307,0.438405797,0.746098104,0.3270691782486539,0.060100166,0.258764607,"sa549926"
"Edwin Espinal","Tigers (AAA)","—",2018,100,335,383,81,67,8,0,6,38,24,40,1,65,5,2,1,12,0,0,0.241791044,0.329842931,0.319402985,0.649245916,0.3011599409924405,0.104438642,0.169712793,"sa596971"
"Luis Marte","- - -","—",2018,131,500,525,131,103,20,1,7,61,54,20,0,110,2,2,1,12,10,3,0.262,0.291984732,0.348,0.639984732,0.2841560913406256,0.038095238,0.209523809,"sa597106"
"Patrick Leonard","White Sox (AAA)","—",2018,124,430,480,104,62,29,2,11,43,50,43,3,145,4,2,1,9,3,2,0.241860465,0.315240083,0.395348837,0.71058892,0.31753606230270964,0.089583333,0.302083333,"sa597839"
"Jack Lopez","Braves (AAA)","—",2019,96,359,390,98,70,16,0,12,62,57,19,0,91,6,4,2,10,9,2,0.272980501,0.317010309,0.417827298,0.734837607,0.3183134698990694,0.048717948,0.233333333,"sa598270"
"Jose Marmolejos","Nationals (AAA)","—",2018,130,493,539,131,97,25,1,8,52,57,39,1,97,2,5,0,16,0,0,0.265720081,0.319109461,0.369168356,0.688277817,0.30993009721479453,0.072356215,0.179962894,"sa598311"
